,content,label
102,"“（美國）新冠死亡人數在下降。（美國）是世界上（新冠）死亡率最低的（國家）之一。”當地時間25日，美國新冠肺炎確診病例數比前日增加4萬多例，當天深夜特朗普卻在推特上寫下了這樣的文字。

特朗普在推特上稱，“（美國）新冠死亡人數在下降。（美國）是世界上（新冠）死亡率最低的（國家）之一。我們的經濟正在復甦，不會停擺。”特朗普在推文中還再次用滅火來比喻抗疫：“必要的時候，‘小火苗’或火焰都將被撲滅！”

不過，就在特朗普誇美國“是世界上死亡率最低的國家之一”這天，美國的新增病例數再次超過4萬。據美國約翰斯·霍普金斯大學統計數據顯示，截至美東時間6月25日17:00（北京時間26日05:00），美國新冠肺炎感染病例已超過240萬，達到2410297例，死亡病例達到122481例。這意味着同比前日（24日）同一時間，新增病例40491例，同時新增死亡病例625例。

CNN6月25日報道稱，美國至少29州出現新冠疫情反彈，新增確診數量相比前一週有所增加，包括加利福尼亞州、得克薩斯州和佛羅里達州這三個人口最多的州。",1
103,"美啓動瑞德西韋和干擾素聯合治療新冠臨牀試驗

新華社華盛頓8月7日電（記者譚晶晶）美國國家衛生研究院日前發表聲明，已啓動一項使用抗病毒藥物瑞德西韋和干擾素β-1a聯合治療新冠患者的臨牀試驗。

瑞德西韋是美國吉利德科技公司研發的一款抗病毒藥物，原計劃用於治療埃博拉出血熱和中東呼吸綜合徵等疾病。美食品和藥物管理局此前已發佈一項緊急使用授權，允許美國醫療機構治療新冠重症患者時“緊急使用”瑞德西韋。

干擾素是細胞在被病毒或某些細菌入侵後產生的具有廣泛抗病毒和免疫調節作用的活性蛋白。實驗室研究表明，一些新冠患者的干擾素產生受到抑制。美國家衛生研究院在聲明中說，這項隨機雙盲對照試驗旨在驗證瑞德西韋和干擾素聯合療法治療新冠的安全性和有效性。試驗採用的干擾素β-1a是德國製藥企業默克生產的治療多發性硬化症的藥物，已在美國等90多個國家獲批。

聲明說，試驗將在美國及海外約100個地點招募1000多名成年新冠住院患者，主要是存在新冠導致的肺部損傷的患者，包括需要吸氧支持、胸部X光檢查異常以及需要使用呼吸機等。輕症和無症狀患者不在招募之列。

據介紹，志願者將被隨機分配至兩組，一組接受瑞德西韋和干擾素β-1a聯合治療，另一組接受瑞德西韋和安慰劑治療。兩組志願者均接受等量瑞德西韋靜脈注射，首日200毫克，其後每日100毫克，最多使用10天。與此同時，一組志願者將在第1、3、5、7天分別接受皮下注射44微克干擾素β-1a，共4劑；另一組將接受等量安慰劑注射。研究人員將評估聯合療法能否縮短患者康復出院的時間。

國家衛生研究院表示，一個獨立的數據和安全監控委員會將跟蹤試驗結果，確保患者安全及研究的完整性。試驗初步結果預計將於秋季公佈。

",1
104,"視點 | 整合資源，發揮合力優勢：NIH啓動COVID-19疫苗、單抗研究網絡

將臨牀研究力量集中到統一的試驗網絡，開展預防COVID-19的3期疫苗、單抗有效性研究。

7月8日，美國國家衛生研究院（National Institute of Health，NIH）宣佈啓動COVID-19預防網絡（COVID-19 Prevention Network，COVPN），這一臨牀試驗網絡將用於檢測SARS-CoV2疫苗與其它療法。

該網絡由美國國家過敏與傳染病研究所（the National Institute of Allergy and Infectious Diseases, NIAID）將四個現有的艾滋病毒/艾滋病臨牀試驗網絡整合建立。

衛生與公衆服務部部長Alex Azar博士表示，從今年夏天開始，這個新整合的網絡將利用現有的基礎設施，與社區對接，確保能夠有成千上萬的志願者參與有前途的疫苗的後期臨牀試驗，加快COVID-19診斷、療法與疫苗的開發和實現。

疫苗測試將由弗雷德·哈欽森癌症研究中心的Larry Corey醫生與馬里蘭大學（UMCP）的Kathleen Neuzil醫生領導。COVPN網絡的疫苗部門，將採用統一方案，允許開展交叉試驗分析，計劃在超過100個美國和國際試驗場所開展試驗。Moderna公司與NIAID共同開發的mRNA-1273疫苗，有望在COVPN網絡開展的第一階段3期臨牀試驗中開展測試，臨牀試驗預計將於今年夏天啓動。

COVPN網絡的另一個重點是單抗測試。抗體測試部門將由北卡羅來納大學教堂山分校（University of North Carolina at Chapel Hill）的Myron Cohen醫生與亞特蘭大埃默裏大學David Stevens醫生領導。	

同時設立的COVPN官網，提供一個安全、定製的數據採集平臺，使得個人能夠入組滾動臨牀試驗的受試者登記研究，從中聯繫、篩選潛在的受試者參與到研究中。

COVPN網絡運營中心將設於弗雷德·哈欽森癌症研究中心，工作人員將監控社區參與框架，以確保快速招募大量志願者，滿足臨牀試驗需要。

NIH院長Francis Collins博士表示，在COVPN網絡上開展的每一個3期臨牀試驗，都將需要數千名志願者參與。社區的積極參與，尤其是那些最容易受到COVID-19嚴重影響的社區的積極參與，對成功完成研究工作至關重要。

NIAID所長Anthony S. Fauci博士認爲，安全、有效地預防COVID-19的醫藥對策，不僅能夠拯救生命，還將有助於結束COVID-19全球大流行。通過將臨牀研究工作集中到統一的試驗網絡，拓展所需的資源和專門知識，有效地實現安全、有效的COVID-19疫苗與其它針對性預防策略。",1
105,"世衛組織啓動新冠技術“獲取池”推動開放科研成果

新華社日內瓦5月29日電（記者劉曲）世界衛生組織29日正式啓動新冠疫情應對技術“獲取池”倡議，希望通過這一信息共享平臺推動所有人都能獲得新冠疫苗、檢測試劑、治療方法和其他衛生技術。

世衛組織總幹事譚德塞在當天的啓動儀式上說：“全球團結和協作對於戰勝新冠疫情至關重要。這一信息共享平臺建立在可靠科學成果和開放協作的基礎上，有助於全球各地平等獲得救死扶傷技術。”

目前，這一倡議已獲得阿根廷、孟加拉國、巴西、智利、埃及等30多個國家和多個國際組織、合作伙伴的支持。

新冠疫情應對技術“獲取池”倡議由哥斯達黎加總統阿爾瓦拉多於3月首次提出，採用自願機制並基於社會團結原則，將爲國際社會公平共享科學知識、數據和知識產權提供一站式服務。

這一倡議的關鍵內容包括：公佈基因序列和數據；透明公佈所有臨牀試驗結果；鼓勵政府以及其他供資機構在與製藥公司和其他創新機構簽署的供資協議中納入關於公平分配、可負擔能力和公佈試驗數據的條款；將任何潛在治療方法、診斷工具、疫苗或其他衛生技術授權給藥品專利池，致力於增加低收入和中等收入國家獲得救命藥品的機會，並促進這些藥品的開發工作；通過作出公開抗疫承諾和加入技術獲取夥伴關係等，促進開放式創新模式和技術轉讓，提高當地生產和供應能力。

世衛組織說，作爲一個信息共享平臺，新冠疫情應對技術“獲取池”將通過開放科學研究成果，加速研製疫苗、藥物和其他技術，並通過進一步調動生產能力，加快產品開發。這將有助於確保更快和更公平地獲得現有的和新的新冠相關衛生產品。",1
106,"據外媒報道，Instagram正在採取新的措施來阻止與新冠病毒相關的錯誤信息的傳播。目前，該公司已經刪除了聲稱能“診斷”或“治療”新冠病毒的增強現實效果(AR)並將開始在搜索結果中隱藏其他以新冠病毒爲主題的AR。

Facebook在給AR開發者的更新中寫道：“我們已經移除了以前發表的效果並拒絕所有聲稱可以預測、診斷、治療或治癒新冠病毒的新效果。”其他不違反公司該規則的新冠病毒主題AR效果則將被隱藏在搜索結果中，除非它們是跟公認的健康組織合作開發的。

隨着新冠病毒在全球的不斷傳播，Instagram上出現了許多以新冠病毒爲主題的AR濾鏡。這些用戶生成的效果呈現了口罩和活躍病毒粒子以及""What are you""風格的濾鏡--可以“測試”用戶是否感染了新冠病毒或他們應該“搶購”什麼牌子的衛生紙。

此外，Instagram還將把鏈接到世界衛生組織信息的消息放在已確診有新冠肺炎病例的國家的用戶feed頂部。據該公司稱，這些通知將在未來幾周內發佈。

Instagram開始採取措施清除新冠AR效果
這些更新則都是Instagram爲試圖阻止新冠病毒傳播而採取的措施。該應用此前曾對用於傳播虛假信息的標籤展開了打擊，另外在搜索結果中推廣了世衛組織和其他官方衛生組織。",1
107,"世衛組織：對地塞米松用於治療2019冠狀病毒病重症患者的初步結果表示歡迎，但該藥物不適用於輕症或預防

英國一項初步臨牀試驗結果表明，皮質類固醇地塞米松對2019冠狀病毒病危重患者有救命作用，世界衛生組織（世衛組織）對此表示歡迎。根據與世衛組織分享的初步研究結果，對於使用呼吸機的患者，這種治療方法可將死亡率降低約三分之一，對於僅需要氧氣治療的患者，死亡率可降低約五分之一。

世衛組織總幹事譚德塞博士說：「這是首次證明這種治療方法可以降低需要氧氣或呼吸機支持治療的2019冠狀病毒病患者的死亡率。這是一個大好消息，我向英國政府、牛津大學以及爲這一拯救生命的科學突破做出貢獻的許多英國醫院和病人表示祝賀。」

但這種治療效果只出現在患有2019冠狀病毒病的重症患者中，而沒有在輕症患者中看到。

世衛組織突發衛生事件規劃執行主任Mike Ryan博士在6月17日的媒體通報會上也強調：「很重要的一點是，地塞米松必須在醫生指導下進行服用。這類藥物不適用於輕症患者，不能用於預防感染。這是一種非常強效的抗炎藥物，可以拯救有非常嚴重病狀的病人，比如肺部或者心血管系統可能出現嚴重炎症的情況。但地塞米松不是針對導致2019冠狀病毒病病毒的對症藥物，也不能用於預防感染2019冠狀病毒病。」

地塞米松是一種類固醇，自20世紀60年代以來一直用於減輕一系列疾病的炎症，包括炎性疾病和某些癌症。自1977年以來，這一藥物的多種劑型已經被列入世界衛生組織基本藥物標準清單，目前在大多數國家都沒有專利限制且能夠以合理價格獲得。

研究人員與世衛組織分享了這一試驗結果的初步見解，我們期待着在未來幾天開展完整數據分析。世衛組織將協調開展薈萃分析，以提高我們對這一干預措施的總體瞭解。世衛組織臨牀指導將得到更新，以體現在治療2019冠狀病毒病病人時應如何以及何時使用這一藥物。

這一消息建立在世衛組織研發藍圖會議的基礎之上。該會於2月中旬在日內瓦舉行，旨在加快研發與2019冠狀病毒病有關的衛生技術，會議強調對類固醇使用的進一步研究是一項優先事項。這一結果強調了產生可行證據的大型隨機對照試驗的重要性。世衛組織將繼續與所有夥伴合作，包括在獲取2019冠狀病毒病工具加速計劃的框架下合作，進一步開發救命療法和疫苗，以應對2019冠狀病毒病疫情。",1
108,"在世界各地的學校努力重新開學之際，世衛組織與聯合國兒童基金會聯合監測規劃提供的最新數據顯示，2019年，全球有43%的學校缺乏用肥皂和水洗手的基本設施。基本洗手設施是2019冠狀病毒病大流行期間學校能夠安全運行的一個關鍵條件。

聯合國兒童基金會執行主任亨麗埃塔·福爾說：“自2019冠狀病毒病大流行開始以來，全球範圍內關閉學校對兒童教育和福祉提出了前所未有的挑戰。我們必須優先重視兒童的教育。這意味着要保證學校以安全方式重新開學，包括能夠保持手部衛生、獲得清潔飲水和確保安全的環境衛生”。

該報告顯示，全球約8.18億兒童所在學校缺少基本洗手設施，讓孩子們感染2019冠狀病毒病和其他傳染性疾病的風險增加。


世衛組織總幹事譚德塞博士說：“獲得水、環境衛生和個人衛生服務對於在學校等所有環境中有效預防和控制感染至關重要。這必須是在持續的2019冠狀病毒病全球大流行期間學校重新開學和安全運行的政府戰略的主要關注點。”

該報告確定了學校預防和控制2019冠狀病毒病所必需的若干資源，包括10份緊急行動和安全覈對表。",1
109,"援引CNBC報道，由於對新冠病毒疫情相關的廣告被濫用的擔憂，Facebook決定暫時停止醫用口罩的廣告和商業清單。Facebook產品管理總監Rob Leathern發佈推文稱：“我們正密切關注COVID19，我已對相關策略進行了調整以預防有人利用這次公共衛生突發事件。我們將會在未來幾天內推出這些更改。”

Facebook宣佈暫時關閉口罩相關廣告 防止被濫用Facebook宣佈暫時關閉口罩相關廣告 防止被濫用
在後續推文中寫道：“我們會在未來幾天內逐步推出這項改變，並期望廣告主能夠執行我們的政策。如果你看到了此類不良廣告，可以通過廣告右上角的舉報按鈕來告訴我們，我們的團隊將會及時採取行動。https://t.co/t4N6HOCXai”

世界衛生組織週二表示，人們一直在購買口罩和其他設備，導致醫護人員缺乏防護裝備，使生命受到新的冠狀病毒和其他傳染病的威脅。Instagram的負責人亞當·莫塞裏在推特上說：“供應短缺，價格上漲，我們反對人們利用這一公共衛生緊急情況牟利。”

這項政策公佈的前一天，Facebook公司發言人告訴媒體稱，如果政客發佈的政治廣告包含與新新冠病毒有關的錯誤信息，Facebook將刪除這些廣告。

",1
110,"美媒稱美新冠病毒疫苗開始第一階段臨牀試驗，首位接受疫苗注射者：絕好的機會

環球網報道 記者 烏元春】據美國有線電視新聞網（CNN）報道，美國國家過敏症和傳染病研究所當地時間16日宣佈，美國研發的一種新冠病毒疫苗當天開始進行第一階段臨牀試驗，首位入組志願者已接受試驗性疫苗注射。

美聯社稱，這種名爲mRNA-1273的疫苗由國家衛生研究院下屬國家過敏症和傳染病研究所和莫德納公司合作研發，得到國家衛生研究院資助。報道說，臨牀試驗在位於西雅圖的凱撒醫療集團華盛頓衛生研究所（Kaiser Permanente Washington Research Institute）進行，45名年齡在18歲至55歲之間的健康志願者將參與試驗。

美聯社表示，由於疫苗本身不含新型冠狀病毒，因此志願者不可能被感染。

“我們現在是新冠病毒研究小組，”美聯社援引凱撒醫療集團華盛頓衛生研究所負責人麗莎·傑克遜博士（Dr. Lisa Jackson）在試驗前夕的話說，“在緊急情況下，每個人都想盡全力。”

美聯社注意到，這項疫苗試驗的第一位參與者是一家小型科技公司的運營經理、43歲的西雅圖人詹妮弗·哈勒（Jennifer Haller）。她在檢查室接受了疫苗注射。

當地時間3月16日，星期一，在西雅圖的凱撒醫療集團華盛頓衛生研究所，一位藥劑師給詹妮弗·哈勒注射了新冠疫苗第一階段安全性研究臨牀試驗的第一針。（來源：美聯社）

“我們都感到很無助。這對我來說是一個絕好的機會，”詹妮弗·哈勒在接種疫苗前說道。她的兩個孩子則認爲她參加這項研究“很酷”。注射完疫苗後，她笑着離開了檢查室：“我感覺很不錯。”

據美聯社介紹，下一批接受疫苗測試的是另外3人，最終共有45名志願者參與此次試驗。

46歲的尼爾·布朗寧（Neal Browning）來自華盛頓，他是微軟的一名網絡工程師，他說他的女兒們爲他做志願者感到驕傲。他說：“每個家長都希望自己的孩子敬仰他們。”但他告訴孩子們不要向朋友們吹噓。“也有別人。不只有爸爸（參加了疫苗測試）。""

美國國家過敏症和傳染病研究所所長安東尼·福奇16日在白宮記者會上介紹，志願者將接受間隔約28天的兩次試驗性疫苗手臂肌肉注射。他們將分爲3組，接受注射劑量分別爲每次25微克、100微克和250微克，以便評估不同劑量的安全性以及其誘導人體免疫反應的能力。據介紹，志願者在完成兩次疫苗注射後將接受爲期一年的觀察。

福奇在聲明中表示，此次開啓疫苗第一階段臨牀試驗的速度創下了紀錄。應對新冠病毒感染的當務之急就是要研發安全有效的疫苗，這項臨牀試驗是實現這一目標至關重要的第一步。

CNN報道則援引專家的話說，要證明這種疫苗在預防新冠病毒感染方面是有效的，還需要更多的參與者參與後續研究，而這需要更長的時間。美國疾病控制與預防中心表示，疫苗通過試驗需要一段時間，目前最有效的預防措施是徹底洗手和保持一定的社交距離，避免大規模羣體性聚集。

在美聯社的獨家報道中，凱撒醫療集團華盛頓衛生研究所負責人麗莎·傑克遜對該家美媒強調說：“我們不知道這種疫苗是否會引起免疫反應，或者是否安全。這就是爲什麼我們要進行試驗。”她同時表示，“目前還沒有可能或審慎將疫苗交給普通大衆”。",1
111,"【百華動態】WHO公佈“獲取COVID-19工具加速計劃” 詳細信息

2020年6月26日，世界衛生組織總幹事譚德賽宣佈，剛果民主共和國的埃博拉疫情已經結束。然而，目前世界上受到新冠病毒感染的患者已經接近1000萬人。新冠疫情正威脅着全人類的健康，同時對世界經濟影響重大。
 
2020年4月，爲應對新冠疫情，世衛組織總幹事譚德賽、法國總統Emmanuel Macron、歐盟委員會主席Ursula von der Leyen和梅琳達·蓋茨基金會共同共同發起了“獲取COVID-19工具加速計劃”（Access COVID-19 Tools Accelerator, ACT Accelerator），旨在加快針對COVID-19的診斷、療法和疫苗的開發、生產和分發。
 
項目啓動後，得到了多個國家和非盈利機構的支持。流行病防範創新聯盟（CEPI）、全球疫苗免疫聯盟、全球基金、國際藥品採購機制、威康信託基金、國際紅十字與紅新月運動（IFRC）、國際製藥廠商協會聯合會（IFPMA）、發展中國家疫苗生產廠家網絡（DCVMN）和國際仿製藥和生物仿製藥協會（IGBA）等方都參與了這項計劃。
 
6月27日，世衛組織公佈了這一計劃的詳細信息。
 
世衛組織（WHO）宣佈計劃在2021年底前向世界提供20億劑安全有效的新冠疫苗，其中50%將提供給中低收入國家。
 
依據目前的情勢，即使未來疫苗研發成功，疫苗的產能也難以超過全球的需求，擴大產能將是疫苗開發過程中最具挑戰性的一環。
 
ACT Accelerator的疫苗部分（COVAX）將依託世衛組織、流行病防範創新聯盟（CEPI）和全球疫苗免疫聯盟（GAVI）的組織構架和專長。刺激疫苗產能的擴大化需要從兩方面進行：一方面，通過預先市場承諾（advance market commitment，在新冠疫苗獲批之前就預先擔保大額採購）刺激研發和生產機構擴大生產能力，另一方面，募集資金幫助研發機構承擔風險，投資疫苗的研發、產能和庫存。COVAX將彙集CEPI在支持疫苗研發方面的專長，GAVI在疫苗購買和分發方面的能力，以及世衛組織優化監管批准和對疫苗分配的支持，確保在研疫苗現在就可以大規模生產。
 
根據WHO估算，未來12個月需要313億美元資金，目前已募集34億美元，還有279億美元的資金缺口，且亟需137億美元來滿足當前需求。WHO指出，儘管所需資金數額巨大，但相較COVID-19對世界經濟造成的損失顯得微不足道。ACT-Accelerator計劃的總成本不到國際貨幣基金組織估計的疫情下全球經濟每月損失的十分之一。

譚德塞指出：“目前的情勢愈加凸顯了團結的重要性，團結是保證疫苗、檢測和療法這些戰勝COVID-19關鍵工具真正發揮功效的重要保障。”

1.Act-Accelerator update
https://www.who.int/news-room/detail/26-06-2020-act-accelerator-update
2.WHO Director-General's opening remarks at the ACT Accelerator launch - 26 June 2020
https://www.who.int/dg/speeches/detail/who-director-general-s-opening-remarks-at-the-act-accelerator-launch---26-june-2020
3.爲全球高危人羣提供20億劑疫苗，世衛組織將採取什麼策略？（藥明康德）


ACT加速計劃的具體工作方式分爲四個支柱。

第一，診斷支柱由全球基金等機構負責，旨在通過公平獲得簡單，準確和負擔得起的測試工具量，拯救900萬人的生命，並避免16億人的進一步感染。

有了足夠資金，該計劃就可以將2-3種高質量的快速檢驗投放市場，在50個國家/地區培訓10,000名醫療保健專業人員，併爲中低收入國家/地區的5億人建立檢驗項目。

第二，治療支柱由惠康基金會等機構領導，力求在疾病的各個階段加速發展和公平提供治療方法，以確保所有人均可使用。其目標爲，是在12個月內爲中低收入國家的人口開發，製造，採購和公平分配2.45億治療療程。

第三，疫苗支柱。在該支柱方面，結合了CEPI在疫苗開發和生產投資方面的領導地位以及GAVI在革新獲取和提供方式方面的往績，以及WHO對法規，政策和分配的監督能力。其作用是確保儘快開發疫苗，以適當的數量生產疫苗，而不會影響安全性，並將其交付給最需要的人。假設在不久的將來開發出一種安全有效的疫苗，目前估計到2021年底將提供20億劑疫苗，價值在181億美元。

第四，衛生系統連接器支柱。該支柱確保全球各地能夠通過衛生系統和地方社區網絡在與新冠病毒肺炎的戰鬥中能夠充分利用這些工具和其他必要工具，來支持其他三個支柱。

6月29日早間，康希諾生物在港交所公告稱，公司與軍事科學院軍事醫學研究院生物工程研究所聯合開發的重組新型冠狀病毒疫苗（腺病毒載體）（「Ad5-nCoV」），已於6月25日獲得中央軍委後勤保障部衛生局頒發的軍隊特需藥品批件，有效期一年。

閱讀原文
康希諾生物：重組新型冠狀病毒疫苗獲得軍隊特需藥品批件

百時美施貴寶（BMS）近日宣佈，歐盟委員會（EC）已批准Reblozyl（luspatercept），用於成人患者治療β地中海貧血（β-thalassemia）和骨髓增生異常綜合症（MDS）相關的貧血。具體爲：（1）用於成人患者治療與β地中海貧血相關的輸血依賴性貧血；（2）用於骨髓塗片存在環形鐵幼粒細胞（ring sideroblast，RS）、不適合或對促紅細胞生成素（EPO）應答不足的極低、低、中危MDS成人患者，治療MDS導致的輸血依賴性貧血。


2020年6月29日，中國蘇州-基石藥業（蘇州）有限公司（以下簡稱“基石藥業”，香港聯交所代碼：2616）宣佈與燃石醫學（納斯達克代碼：BNR）達成伴隨診斷（CDx）戰略合作，雙方將攜手開發和商業化由基石藥業合作伙伴Blueprint Medicines開發的在研藥物pralsetinib在中國地區的CDx試劑, 用於檢測腫瘤患者的RET基因變異。

閱讀原文
基石藥業與燃石醫學就合作開發Pralsetinib中國區伴隨診斷達成戰略合作


2020年6月22日，中國蘇州——信達生物製藥（香港聯交所股票代碼：01801），一家致力於研發、生產和銷售用於治療腫瘤、代謝疾病、自身免疫等重大疾病的創新藥物的生物製藥公司，今天宣佈其根據香港聯合交易所有限公司（“香港聯交所”）證券上市規則（“上市規則”）第18A.12條提出申請後，香港聯合交易所已批准其不適用生物科技章節上市規則18A.09至18A.11條。信達生物於2018年10月31日根據上市規則生物科技公司章節（第18A章）在香港聯交所上市，現已通過甚至遠超收入和市值測試，符合該不適用獲批的標準。

閱讀原文
信達生物宣佈香港聯合交易所批准其從港交所股票代碼中移除“B”


2020年6月16日_全球領先的開放式生物製藥技術平臺公司藥明生物（WuXi Biologics, 2269.HK）今日宣佈旗下蘇州藥明檢測檢驗有限責任公司（下稱“藥明生物蘇州檢測”）正式獲得歐盟GMP證書，這也是其繼獲得中國檢驗檢測機構資質認定（CMA）和中國合格評定國家認可委員會（CNAS）認可證書後，再次獲得國際權威機構認證，標誌着公司成爲中國乃至亞太地區屈指可數的歐盟GMP認證的第三方檢測機構。

閱讀原文
藥明生物蘇州檢測的生物安全性檢測服務正式獲得歐盟GMP認證",1
112,"開始針對COVID-19的研究疫苗的3期臨牀試驗

旨在評估研究用疫苗是否可以預防成人症狀性冠狀病毒病2019（COVID-19）的3期臨牀試驗已經開始。該疫苗稱爲mRNA-1273，是由位於馬薩諸塞州劍橋市的生物技術公司Moderna，Inc.和美國國立衛生研究院的國家過敏與傳染病研究所（NIAID）共同開發的。該試驗將在美國臨牀研究中心進行，預計將招募大約30,000名沒有COVID-19的成年志願者。

NIAID主任安東尼·S說：“儘管面部遮蓋物，與被感染者和接觸者的物理距離以及適當的隔離和隔離可以幫助我們減輕SARS-CoV-2的傳播，但我們迫切需要安全有效的預防疫苗來最終控制這一大流行。”馬里蘭州Fauci：“早期臨牀測試的結果表明，正在研究的mRNA-1273疫苗安全且具有免疫原性，支持啓動3期臨牀試驗。這項科學嚴謹，隨機，安慰劑對照的試驗旨在確定疫苗是否可以預防COVID-19，以及這種保護可以持續多長時間。

Moderna作爲監管發起人領導該試驗，併爲該試驗提供研究疫苗。美國衛生與公共服務部生物防備高級研究與發展管理局（BARDA）的防備與響應助理部長辦公室和NIAID正在爲該試驗提供資金支持。疫苗功效試驗是由HHS牽頭的跨機構合作組織Warp Speed開展的第一個試驗，旨在加速COVID-19的醫療對策的開發，製造和分銷。

NIH主任弗朗西斯·科林斯（Francis S. Collins）博士說：“到2020年底分發安全有效的疫苗是一項艱鉅的目標，但這對美國人民來說是正確的目標。” “在保持最嚴格的安全措施的同時，創紀錄的時間啓動了該3期試驗，這表明了美國的創造力處於最佳狀態，當利益相關者齊心協力實現共同目標時，可以做什麼？”

的 NIH冠狀病毒預防網絡（CoVPN）（鏈接是外部的） 將參與進行審判。該網絡彙集了NIAID支持的現有臨牀研究網絡的專業知識。 mRNA-1273候選疫苗將在美國大約89個臨牀研究站點進行測試，其中24個是CoVPN的一部分。研究人員將使用公共衛生數據和發病軌跡模型來識別持續的高發病區和新興熱區，因此可以優先考慮這些位置附近的地點進行登記。

HHS祕書亞歷克斯·阿扎爾（Alex Azar）表示：“由於特朗普總統的領導和美國科學家的辛勤工作，由美國國立衛生研究院（NIH）和摩納哥（Moderna）開發的研究用疫苗已經以創紀錄的速度進入了第三階段試驗。” “ Operation Warp Speed正在支持NIH / Moderna候選藥物之類的疫苗組合，因此，如果臨牀試驗結果符合FDA的金標準，則這些產品可以在一天之內送達美國人。”

NIAID科學家開發了穩定的SARS-CoV-2峯值免疫原（S-2P）。 SARS-CoV-2是導致COVID-19的病毒；其表面的刺突蛋白有助於進入細胞。 Moderna的mRNA-1273使用mRNA（信使RNA）遞送平臺來編碼S-2P免疫原。研究性疫苗指導人體細胞表達刺突蛋白，以引起廣泛的免疫反應。一項1期臨牀試驗發現候選疫苗是安全的，通常耐受性良好並且能夠誘導具有高水平的病毒中和活​​性的抗體。 Moderna於2020年5月啓動了該疫苗的第二階段測試。

Hana M. El Sahly，醫學博士，由NIAID資助的位於休斯敦貝勒醫學院的傳染病臨牀研究協會所在地的首席研究員；醫學博士Lindsey R. Baden，醫學博士，由NIAID資助的波士頓布里格姆婦女醫院的哈佛艾滋病疫苗臨牀試驗小組負責人； Meridian臨牀研究的首席研究員兼醫學總監醫學博士Brandon Essink將擔任mRNA-1273的3期臨牀試驗的首席研究員。

作爲 加速COVID-19治療干預和疫苗（ACTIV）公私合作，NIH和其他HHS機構以及政府合作伙伴，與來自學術界，慈善組織和衆多生物製藥公司的代表合作，爲試驗方案設計和終點提供了建議，以確保在多種疫苗功效試驗中採用統一的方法。

該試驗旨在評估mRNA-1273的安全性，並確定疫苗在兩次劑量後是否可以預防有症狀的COVID-19。作爲次要目標，該試驗還旨在研究疫苗是否可以預防嚴重的COVID-19或實驗室確認的SARS-CoV-2感染，無論是否出現疾病症狀。該試驗還試圖回答疫苗是否可以預防由COVID-19引起的死亡，以及僅一劑疫苗是否可以預防有症狀的COVID-19，等等。

審判志願者將在大約28天左右接受兩次肌肉注射。參與者將按照1：1的比例隨機分配，以接受兩次100微克（mcg）的mRNA-1273注射或兩次鹽水安慰劑注射。審判是盲目的，因此研究人員和參與者將不知道誰分配給哪個組。

志願者必須提供知情同意才能參加試驗。他們將被要求在初次篩查時提供鼻咽拭子和血液樣本，並在每次接種後以及第二次接種後的兩年內在指定的時間點提供額外的血液樣本。科學家將在實驗室檢查血液樣本，以檢測和量化對SARS-CoV-2的免疫反應。

調查人員將密切監視參與者的安全。他們將在每次接種疫苗後打電話給參加者討論任何症狀，並將爲參加者提供日記以記錄症狀和溫度計以讀取溫度。

如果懷疑參與者有COVID-19，將要求參與者在72小時內提供鼻拭子進行測試。如果該測試對SARS-CoV-2感染呈陽性，則如果症狀惡化，將密切跟蹤參與者並轉診接受醫療護理。將要求參與者通過解決方案每天評估症狀，並定期取樣唾液，以便研究人員可以測試SARS-CoV-2感染。

研究調查人員將定期審查試驗安全性數據。一個獨立的數據和安全監視委員會（DSMB）將在預定的數據審查會議上審查盲目和非盲目數據，包括兩組的安全數據和COVID-19病例。",1
113,"阿斯利康新冠疫苗計劃在全球招募5萬名志願者，美國III期臨牀開啓

9月1日晚間，阿斯利康宣佈其COVID-19候選疫苗AZD1222的III期臨牀試驗將擴大至美國，而這也是第三款在美國進行試驗的新冠候選疫苗。 據悉，該項目名爲D8110C00001，由美國生物醫學高級研究與發展管理局（BARDA）和美國國家過敏和傳染病研究所（ NIAID）資助。

當下，阿斯利康正在招募近3萬名18歲及以上的成年人進行試驗，既包括健康人也包括有穩定的基礎疾病的人，並且涵蓋來自不同族裔和不同地方。據悉，志願者還包括艾滋病毒攜帶者以及新冠病毒感染風險更高的人羣。在這項臨牀試驗中，志願者將被分爲疫苗組和對照組，均會進行兩次注射，間隔四周。

阿斯利康表示，公司計劃在全球範圍內招募5萬多名志願者參與試驗。除了美國的3萬名志願者之外，其還將在拉丁美洲，亞洲，歐洲和非洲等地區開啓志願者招募。 

作爲其計劃的一部分，阿斯利康已經與俄羅斯，韓國，日本，中國，拉丁美洲和巴西達成了供應協議，以保障全球疫苗供應量達到30億劑。6月，阿斯利康曾宣佈計劃生產20億劑新冠疫苗，其中4億劑分配給美國和英國，10億劑分配給中低收入國家。

AZD1222由阿斯利康和牛津大學聯合研發。其此前發表在《柳葉刀》醫學雜誌上的試驗結果顯示，在早期階段臨牀試驗的1077名志願者身上，這款疫苗沒有產生任何嚴重的副作用，這意味着疫苗是安全的；疫苗引起了抗體和T細胞免疫反應，接受兩劑疫苗的人反應最爲強烈，這表明疫苗是有效的。

",1
